Well Name;Zone Name;Zone Top;Zone Base;TD;KB;X;Y;Cum
AA10008;HL;3306;;;;481169.97;9513494.69;0
AA10008;VE;1215;;;;481199.81;9513497.2;20
AA10009;HL;3171;;;;481546.36;9513805.64;0
AA10009;VE;1587;;;;481562.5;9513788.9;0
AA10011;HL;3195;;;;481113;9514064;0
AA10012;HL;3209;;;;481352.97;9513977.9;0
AA10013;HL;3825;;;;478479.54;9514915.08;17
AA10014;HL;3953;;;;478223.6;9514892.37;46
AA10014;VE;2084;;;;478228.4;9514900.75;0
AA10016;HL;4074;;;;478740.59;9515194.59;28
AA10017;HL;4057;;;;478597.24;9515336.57;27
AA10038;HL;3597;;;;476255;9515108;36
AA100;HL;3525;;;;478787.1;9514629.75;48
AA100;OS;4267;;;;478802.7;9514623.36;8
AA100;VE;143;;;;478761.87;9514620.69;0
AA101;HL;4098;;;;479602;9515235;152
AA10201;HL;2841;;;;480581.78;9514131.03;0
AA10202;HL;3436;;;;478462.33;9513541.65;28
AA10203;HL;3474;;;;478570.17;9513444.63;2
AA10204;HL;3391;;;;478297.18;9513466.55;2
AA10204;OS;4381;;;;478310.8;9513468.73;1
AA10204;VE;140;;;;478271.91;9513428.36;0
AA10206;HL;3539;;;;478072.82;9513465.32;3
AA10206;OS;4499;;;;478093.67;9513471.67;2
AA10206;VE;1772;;;;478028.25;9513452.59;0
AA10207;HL;3480;;;;478797.93;9513334.41;1
AA10208;VE;1564;;;;478860.94;9513776.04;0
AA10209;HL;3513;;;;479569.39;9514371.77;0
AA10211;HL;3804;;;;476540;9514790;0
AA10211;OS;4765;;;;476540;9514790;0
AA102;HL;3609;;;;479909.08;9514766.67;153
AA105;BT;427;;;;481711;9524008;0
AA105;CB;2793;;;;481711;9524008;0
AA105;EC;2520;;;;481711;9524008;41
AA105;HL;1987;;;;481711;9524008;43
AA105;OS;2848;;;;481711;9524008;0
AA106;BT;427;;;;482196;9524344;0
AA106;CB;2623;;;;482196;9524344;0
AA106;CL;2800;;;;482196;9524344;0
AA106;EC;2439;;;;482196;9524344;85
AA106;HL;1569;;;;482196;9524344;48
AA106;OS;2844;;;;482196;9524344;0
AA107;BT;2008;;;;484561.98;9521345.79;0
AA107;EC;3850;;;;484557.72;9521297.07;0
AA107;HL;3078;;;;484559.51;9521317.49;0
AA107;MO;5358;;;;484552.11;9521232.93;0
AA107;OS;3960;;;;484557.46;9521294.16;0
AA107;VE;1011;;;;484564.29;9521372.16;0
AA108;HL;4109;;;;478915;9515196;0
AA1091;BT;398;;;;482195;9525415;0
AA1091;CL;2205;;;;482195;9525415;0
AA1091;EC;2004;;;;482195;9525415;0
AA1091;HL;1628;;;;482195;9525415;0
AA1091;OS;2205;;;;482195;9525415;0
AA109;HL;2971;;;;480601.84;9514319.44;52
AA11046D;BT;589;;;;482038.2;9523651.39;0
AA11046D;EC;2639;;;;481962.05;9523749.92;5
AA11046D;HL;1761;;;;482027.56;9523679.42;4
AA11046D;OS;2949;;;;481932.11;9523797.39;0
AA11046D;VE;210;;;;482036.91;9523649.94;0
AA11047D;BT;399;;;;483923.62;9524595.16;1
AA11047D;CB;3169;;;;483916.9;9524530.57;0
AA11047D;EC;2824;;;;483917.68;9524529.15;15
AA11047D;OS;3261;;;;483916.5;9524531.08;0
AA11047D;VE;190;;;;483923.95;9524594.56;0
AA11057D;BT;938;;;;484072.45;9523940.4;0
AA11057D;CB;3857;;;;484158.99;9524438.61;0
AA11057D;CL;4101;;;;484168.11;9524491.83;0
AA11057D;EC;3416;;;;484143.76;9524340.55;6
AA11057D;HL;2551;;;;484110.12;9524148.72;1
AA11057D;OS;4279;;;;484175.55;9524530.27;0
AA11057D;VE;120;;;;484071.82;9523934.96;0
AA11062D;BT;956;;;;484677.34;9524153.31;1
AA11062D;CB;3245;;;;484683.38;9524177.74;0
AA11062D;CL;3382;;;;484684.73;9524183.68;0
AA11062D;EC;3072;;;;484681.61;9524171.08;8
AA11062D;OS;3515;;;;484686.58;9524190.8;4
AA11062D;VE;160;;;;484678.04;9524153.7;0
AA11068;BT;1144;;;;485203.63;9525035.12;8
AA11068;CB;3587;;;;485210.6;9525036.7;0
AA11068;EC;3248;;;;485210.37;9525037.64;14
AA11068;OS;3701;;;;485210.87;9525036.29;9
AA11068;VE;120;;;;485204.93;9525035.02;0
AA11073D;BT;1762;;;;486792.63;9520828.03;9
AA11073D;CB;3884;;;;486826.15;9520743.62;0
AA11073D;CL;4010;;;;486832.76;9520727.77;0
AA11073D;EC;3855;;;;486824.73;9520747.14;13
AA11073D;HL;3559;;;;486811.17;9520779.19;0
AA11073D;OS;4060;;;;486835.5;9520721.37;12
AA11073D;VE;100;;;;486796.01;9520833.52;0
AA11074D;BT;1681;;;;484985.12;9522604.24;0
AA11074D;CB;3631;;;;484807.61;9522534.4;0
AA11074D;CL;3680;;;;484798.9;9522530.78;0
AA11074D;EC;3598;;;;484813.41;9522536.8;2
AA11074D;HL;3025;;;;484902.53;9522574.12;8
AA11074D;OS;3717;;;;484792.33;9522528.04;1
AA11074D;VE;100;;;;484989.08;9522607.07;0
AA11076D;HL;4191;;;;481777.21;9516096.82;13
AA11076D;HR;3473;;;;481782.35;9516093.93;0
AA11076D;OS;4714;;;;481769.25;9516100.07;0
AA11076D;VE;160;;;;481822.77;9516097.01;0
AA11082D;HL;4233;;;;480868.12;9516515.43;1
AA11082D;HR;3669;;;;480810.17;9516493.17;0
AA11082D;OS;4832;;;;480965.85;9516557.96;5
AA11082D;VE;170;;;;480783.83;9516478.93;0
AA11083D;HL;4154;;;;478386.95;9515282.56;14
AA11083D;OS;4906;;;;478382.08;9515281.44;0
AA11083D;VE;160;;;;478295.18;9515295.83;0
AA11088D;HL;3738;;;;476955.87;9514467.61;7
AA11088D;OS;4488;;;;476954.7;9514470.58;7
AA11088D;VE;140;;;;476965.01;9514507.16;0
AA11091D;HL;4188;;;;478979.92;9515193.47;5
AA11091D;OS;5079;;;;479038.55;9515115.08;0
AA11091D;VE;190;;;;478925.04;9515260.37;0
AA11092D;HL;3719;;;;480591.24;9514974.7;6
AA11092D;HR;3454;;;;480593.93;9514987.34;0
AA11092D;OS;4325;;;;480588.45;9514965.99;3
AA11092D;VE;140;;;;480624.91;9515190.86;0
AA110;HL;3424;;;;478927.51;9513654.39;460
AA110;OS;4464;;;;478921.26;9513653.85;22
AA110;VE;1689;;;;478889.51;9513648.37;0
AA11118D;BT;1719;;;;484679.05;9521784.62;0
AA11118D;CB;3816;;;;484871.39;9521976.18;0
AA11118D;CL;3931;;;;484888.9;9521993.05;0
AA11118D;EC;3701;;;;484853.79;9521959.53;5
AA11118D;HL;2908;;;;484750.39;9521858.05;3
AA11118D;OS;4036;;;;484904.9;9522008.66;5
AA11118D;VE;140;;;;484676.84;9521775.16;0
AA11122D;BT;783;;;;484526.27;9524641.06;1
AA11122D;CB;3141;;;;484468.98;9524710.06;0
AA11122D;CL;3308;;;;484469.63;9524711.38;0
AA11122D;EC;2815;;;;484468.93;9524708.44;9
AA11122D;OS;3466;;;;484470.31;9524712.76;2
AA11122D;VE;170;;;;484531.64;9524635.38;0
AA11144D;BT;180;;;;481931.3;9524041.92;0
AA11144D;EC;2573;;;;482032.25;9524078.98;7
AA11144D;HL;1702;;;;482006.93;9524070.81;9
AA11144D;OS;2928;;;;482032.44;9524077.08;0
AA11153D;BT;1254;;;;484281.21;9523833.79;6
AA11153D;CB;3264;;;;484282.79;9523795.75;0
AA11153D;CL;3327;;;;484282.29;9523795.86;0
AA11153D;EC;3042;;;;484284.66;9523796.04;9
AA11153D;HL;2488;;;;484285.11;9523798.37;3
AA11153D;OS;3498;;;;484280.99;9523796.49;9
AA11153D;VE;180;;;;484281.14;9523833.1;0
AA11154D;BT;1550;;;;484257.2;9521867;0
AA11154D;CB;3850;;;;484460.04;9521945.64;0
AA11154D;CL;3978;;;;484481.78;9521954.68;0
AA11154D;EC;3696;;;;484433.62;9521935.18;2
AA11154D;HL;2790;;;;484309.35;9521885.52;3
AA11154D;OS;4117;;;;484505.14;9521964.77;4
AA11154D;VE;100;;;;484258.24;9521867.37;0
AA11158D;HL;4050;;;;478586.8;9515532.13;9
AA11158D;OS;5008;;;;478686.82;9515443.58;0
AA11158D;VE;140;;;;478525.62;9515585.27;0
AA11168;EC;4118;;;;476910.04;9515892.42;9
AA11168;HL;3750;;;;476908.35;9515892.22;0
AA11168;OS;4355;;;;476909.38;9515892.42;0
AA11168;VE;121;;;;476909.45;9515892.44;0
AA11172D;EC;4301;;;;475973.11;9515118.11;8
AA11172D;HL;3627;;;;475995.89;9515042.15;16
AA11172D;OS;4542;;;;475964.51;9515146.7;0
AA11172D;VE;150;;;;476007.78;9514993.85;0
AA11177D;BT;2387;;;;486723.58;9519909.55;0
AA11177D;CB;3765;;;;486688.07;9520018.71;0
AA11177D;CL;3913;;;;486679.82;9520038.87;0
AA11177D;EC;3722;;;;486690.3;9520012.85;4
AA11177D;HL;3445;;;;486702.18;9519978.15;4
AA11177D;OS;3992;;;;486675.27;9520049.38;8
AA11177D;VE;1539;;;;486725.02;9519907.76;0
AA111;HL;3313;;;;478540.56;9514142.86;648
AA111;VE;1564;;;;478520.31;9514125;62
AA11201D;BT;1080;;;;484169.9;9523605.94;0
AA11201D;CB;3413;;;;484244.81;9523658.43;0
AA11201D;CL;3515;;;;484258.2;9523666.97;0
AA11201D;EC;2961;;;;484197.4;9523626.44;2
AA11201D;HL;2263;;;;484166.44;9523607.06;3
AA11201D;OS;3690;;;;484284.57;9523683.78;7
AA11201D;VE;150;;;;484168.86;9523605.84;0
AA11202D;BT;782;;;;483889.84;9524318.77;1
AA11202D;CB;3353;;;;483916.57;9524364.93;0
AA11202D;EC;2937;;;;483917.72;9524362.13;5
AA11202D;HL;2250;;;;483917.77;9524358.41;1
AA11202D;OS;3435;;;;483915.88;9524365.47;1
AA11202D;VE;210;;;;483887.24;9524309.99;0
AA11212D;BT;359;;;;482031.9;9524374.5;0
AA11212D;CB;2717;;;;481874.19;9524287.3;0
AA11212D;EC;2220;;;;481955.38;9524334.49;4
AA11212D;HL;1797;;;;482001.35;9524364.77;0
AA11212D;OS;2966;;;;481829.9;9524262.33;3
AA11212D;VE;200;;;;482032.06;9524374.6;0
AA11214D;BT;1750;;;;486126.36;9520357.17;0
AA11214D;EC;3151;;;;486215.39;9520313.86;3
AA11214D;HL;2363;;;;486157.98;9520341.45;0
AA11214D;OS;3323;;;;486229.04;9520307.11;6
AA11214D;VE;120;;;;486100.87;9520373.51;0
AA11222D;HL;4021;;;;479230.32;9515270.83;8
AA11222D;OS;5057;;;;479272.33;9515137.82;0
AA11222D;VE;160;;;;479222.9;9515319.99;0
AA11238D;EC;4621;;;;476782.88;9514979.13;3
AA11238D;HL;3843;;;;476705.57;9514927.42;11
AA11238D;OS;4782;;;;476798.47;9514990.6;0
AA11238D;VE;160;;;;476644.12;9514884.26;0
AA11249D;HL;3659;;;;477430.31;9514606.12;3
AA11249D;OS;4327;;;;477403.07;9514646.15;15
AA11249D;VE;140;;;;477445.93;9514576.86;0
AA11261D;BT;1463;;;;486337;9520892.57;0
AA11261D;CB;3697;;;;486450.9;9520921.67;0
AA11261D;CL;3908;;;;486490.34;9520932.61;0
AA11261D;EC;3648;;;;486442.42;9520919.34;48
AA11261D;HL;2995;;;;486362.92;9520898.18;4
AA11261D;OS;3946;;;;486497.99;9520934.76;23
AA11261D;VE;100;;;;486338.94;9520897.97;0
AA11282D;BT;1425;;;;485887.58;9524982.73;10
AA11282D;CB;3671;;;;486056.64;9525067.67;0
AA11282D;CL;3786;;;;486076.88;9525077.67;0
AA11282D;EC;3440;;;;486016.41;9525047.52;16
AA11282D;OS;3902;;;;486097.37;9525087.65;0
AA11282D;VE;140;;;;485885.48;9524984.49;0
AA11283D;BT;160;;;;483164.73;9523924.58;0
AA11283D;CB;2908;;;;483347.3;9523985.04;0
AA11283D;CL;3069;;;;483378.1;9523995.71;0
AA11283D;EC;2429;;;;483260.02;9523955.72;4
AA11283D;HL;1736;;;;483185.59;9523924.99;1
AA11283D;OS;3285;;;;483419.89;9524009.8;5
AA11284D;BT;200;;;;482796.62;9523660.99;0
AA11284D;CB;3046;;;;482963.28;9523828.07;0
AA11284D;EC;2596;;;;482906.09;9523772.88;11
AA11284D;HL;1632;;;;482809.36;9523679.11;4
AA112;HL;3590;;;;480550;9514829;175
AA112;HR;3319;;;;480550;9514829;0
AA112;OS;4227;;;;480550;9514829;12
AA112;VE;1353;;;;480550;9514829;125
AA11308D;AP;3313;;;;484707.61;9513900.92;10
AA11308D;HL;5056;;;;484668.61;9514030.35;4
AA11308D;HR;4252;;;;484700.14;9513926.34;0
AA11308D;OS;5173;;;;484662.89;9514048.78;0
AA11308D;VE;160;;;;484705.02;9513900.52;0
AA11327D;EC;4683;;;;477574.02;9515359.49;3
AA11327D;HL;3918;;;;477559.44;9515294.87;5
AA11327D;OS;4990;;;;477580.52;9515386.27;0
AA11327D;VE;141;;;;477551.89;9515249.01;0
AA11328D;HL;3668;;;;476303.79;9514389.53;17
AA11328D;OS;4709;;;;476387;9514472.52;6
AA11328D;VE;140;;;;476292.97;9514379.27;0
AA11329D;EC;3540;;;;483334.71;9517921.82;0
AA11329D;HL;3540;;;;483334.71;9517921.82;19
AA11329D;HR;3021;;;;483329.88;9517910.42;0
AA11329D;OS;3602;;;;483334.54;9517922.96;12
AA11329D;VE;158;;;;483229.25;9517838.06;0
AA11333D;BT;1577;;;;485723.08;9524654.19;0
AA11333D;CB;3605;;;;485647.18;9524725.45;0
AA11333D;CL;3724;;;;485635.98;9524737.83;0
AA11333D;EC;3219;;;;485677.7;9524693.4;15
AA11333D;OS;3776;;;;485630.76;9524743.53;5
AA11333D;VE;120;;;;485726.07;9524651.23;0
AA11342D;HL;4111;;;;483741.09;9515655.81;14
AA11342D;HR;3098;;;;483834.2;9515620.89;0
AA11342D;OS;4285;;;;483726.37;9515661.84;6
AA11342D;VE;170;;;;484012.16;9515549.19;2
AA11344D;HL;3468;;;;479054.47;9513610.12;29
AA11344D;OS;4595;;;;479187.39;9513696.55;14
AA11344D;VE;166;;;;478981.36;9513561.01;0
AA11353D;CL;3902;;;;483322.97;9517457.52;0
AA11353D;EC;3778;;;;483308.66;9517466.01;1
AA11353D;HL;3704;;;;483300.69;9517470.69;4
AA11353D;HR;3194;;;;483261.92;9517494;0
AA11353D;OS;3953;;;;483329.07;9517453.96;7
AA11353D;VE;150;;;;483240.25;9517504.82;0
AA11359D;BT;180;;;;480354.25;9524757.27;5
AA11359D;EC;2143;;;;480350.46;9524717.46;5
AA11359D;HL;1795;;;;480351.83;9524735.34;6
AA11359D;OS;2337;;;;480349.37;9524707.16;3
AA11361D;BT;180;;;;480408.88;9524566.59;1
AA11361D;CB;2649;;;;480492.58;9524498.05;0
AA11361D;CL;3032;;;;480547.55;9524454.54;0
AA11361D;EC;2196;;;;480442.47;9524541.08;12
AA11361D;HL;1647;;;;480416.3;9524564.89;5
AA11361D;OS;3111;;;;480558.86;9524445.37;1
AA11363D;HL;4078;;;;476817.13;9513086.42;10
AA11363D;OS;5381;;;;476817.43;9513087.15;0
AA11363D;VE;150;;;;476806.18;9513149.58;0
AA11373;HL;2891;;;;480315.3;9514031.75;19
AA11373;OS;3570;;;;480316.62;9514028.28;4
AA11373;VE;140;;;;480322.9;9514035;32
AA11374;HL;3504;;;;480597.82;9514429.45;4
AA11374;OS;3722;;;;480595.82;9514429.4;4
AA11374;VE;160;;;;480610.25;9514430.96;17
AA11376;HL;2923;;;;480359.32;9513846.85;9
AA11376;OS;3568;;;;480363.88;9513849.95;4
AA11376;VE;120;;;;480365.57;9513845.61;6
AA11379D;BT;1134;;;;484913.57;9524662.24;21
AA11379D;CB;3166;;;;484851.09;9524697.3;0
AA11379D;CL;3211;;;;484851.5;9524697.23;0
AA11379D;EC;3058;;;;484850.08;9524697.53;33
AA11379D;OS;3335;;;;484852.61;9524697.27;0
AA11379D;VE;180;;;;484980.76;9524621.06;0
AA11381D;BT;190;;;;481492.09;9524894.22;0
AA11381D;CB;2604;;;;481605.86;9524894.45;0
AA11381D;EC;2374;;;;481607.88;9524894.43;7
AA11381D;HL;1630;;;;481577.26;9524883.43;6
AA11381D;OS;2651;;;;481604.99;9524894.55;2
AA11382D;BT;1449;;;;486526.73;9520974.97;41
AA11382D;CB;3814;;;;486292.67;9521043.74;0
AA11382D;CL;3958;;;;486265.71;9521051.93;0
AA11382D;EC;3669;;;;486319.77;9521035.49;7
AA11382D;HL;3033;;;;486426.91;9521007.09;3
AA11382D;OS;3972;;;;486263.09;9521052.72;5
AA11382D;VE;130;;;;486528.99;9520977.83;0
AA11383D;HL;3801;;;;483560.25;9515570.03;12
AA11383D;HR;3322;;;;483564.06;9515569.81;0
AA11383D;OS;4195;;;;483561.98;9515570.34;4
AA11383D;VE;130;;;;483629.08;9515563.17;14
AA11384D;HL;3607;;;;480491.42;9513198.02;0
AA11384D;OS;4254;;;;480493.84;9513203.27;2
AA11384D;VE;200;;;;480563.88;9513068.79;0
AA11396D;BT;1479;;;;485953.15;9524757.27;13
AA11396D;CB;3624;;;;485866.16;9524719.26;0
AA11396D;CL;3766;;;;485846.44;9524710.36;0
AA11396D;EC;3449;;;;485887.46;9524728.95;26
AA11396D;OS;3872;;;;485830.7;9524703.73;3
AA11396D;VE;110;;;;485957.05;9524758.91;0
AA11408D;HL;3522;;;;475960.3;9514327.67;9
AA11408D;OS;4619;;;;476034.96;9514433.34;0
AA11408D;VE;140;;;;475903.92;9514257.91;0
AA11409D;HL;4056;;;;479836.69;9515329.71;45
AA11409D;OS;5034;;;;479751.5;9515337.93;0
AA11409D;VE;180;;;;479942.67;9515313.46;0
AA11412D;BT;2093;;;;484854.61;9521632.7;0
AA11412D;CB;3941;;;;484865.41;9521632.79;0
AA11412D;CL;4044;;;;484869.99;9521632.33;0
AA11412D;EC;3804;;;;484861.18;9521633.3;1
AA11412D;HL;3129;;;;484856.43;9521633.46;0
AA11412D;MO;5248;;;;485018.28;9521608.57;5
AA11412D;OS;4055;;;;484870.57;9521632.29;2
AA11412D;VE;120;;;;484851.64;9521624.92;0
AA11416D;BT;1895;;;;485850.87;9519526.5;5
AA11416D;CB;3603;;;;486114.86;9519575.14;0
AA11416D;CL;3759;;;;486141.3;9519579.58;0
AA11416D;EC;3472;;;;486092.68;9519571.37;9
AA11416D;HL;3023;;;;486015.44;9519557.12;12
AA11416D;OS;3805;;;;486149.1;9519580.9;10
AA11416D;VE;100;;;;485794.86;9519519.11;0
AA11418D;EC;4242;;;;476525.83;9515481.56;0
AA11418D;HL;3595;;;;476582.73;9515495.49;77
AA11418D;OS;4432;;;;476505.26;9515476.31;0
AA11418D;VE;170;;;;476611.13;9515505.24;0
AA11419D;HL;4298;;;;479565.76;9515633.23;14
AA11419D;OS;5180;;;;479469.81;9515533.94;0
AA11419D;VE;190;;;;479694.69;9515760.58;0
AA11422D;HL;3683;;;;479594.81;9513034.84;3
AA11422D;OS;4444;;;;479598.85;9513034.38;2
AA11422D;VE;160;;;;479421.46;9512918.33;0
AA11427D;EC;3825;;;;484244.2;9517405.32;7
AA11427D;HR;3208;;;;484136.47;9517326.69;0
AA11427D;OS;4093;;;;484292.07;9517438.94;36
AA11427D;VE;156;;;;483959.92;9517204.72;0
AA11428;CB;3882;;;;482646.63;9519141.93;0
AA11428;CL;3975;;;;482646.3;9519141.92;0
AA11428;EC;3876;;;;482646.67;9519141.93;4
AA11428;HL;2979;;;;482653.47;9519142.73;9
AA11428;OS;3990;;;;482646.28;9519141.9;3
AA11428;VE;170;;;;482651.37;9519135.6;0
AA11429D;BT;1152;;;;485805.39;9519220.66;0
AA11429D;CB;3376;;;;486117.61;9519348.98;0
AA11429D;CL;3510;;;;486129.51;9519354.4;0
AA11429D;EC;3302;;;;486110.12;9519345.63;3
AA11429D;HL;2959;;;;486066.94;9519328.92;0
AA11429D;OS;3573;;;;486134.44;9519356.55;5
AA11429D;VE;120;;;;485772.97;9519204.45;0
AA11433D;HL;3634;;;;481084.67;9513395.66;12
AA11433D;OS;4225;;;;481081.35;9513394.5;3
AA11433D;VE;200;;;;481122.96;9513333.4;0
AA11436D;HL;3616;;;;481590.52;9514274.51;7
AA11436D;HR;3308;;;;481589.75;9514274.77;0
AA11436D;OS;4226;;;;481588.83;9514271.61;0
AA11436D;VE;169;;;;481613.39;9514221.52;0
AA11437D;HL;3838;;;;483044.18;9515953.98;29
AA11437D;HR;3358;;;;483045.65;9515947.23;0
AA11437D;OS;4203;;;;483042.2;9515959.35;0
AA11437D;VE;169;;;;483065.43;9515800.7;11
AA11438;HL;3940;;;;479278.15;9514830.99;24
AA11438;OS;4378;;;;479277.32;9514828.85;0
AA11438;VE;170;;;;479271.42;9514835.78;4
AA11439D;HL;3947;;;;479775.15;9514979.68;8
AA11439D;OS;4555;;;;479749.23;9514997.34;0
AA11439D;VE;180;;;;479820.43;9514949.12;0
AA11442D;HL;4050;;;;479261.87;9515365.57;26
AA11442D;OS;4947;;;;479260.69;9515370.81;0
AA11442D;VE;170;;;;479309.33;9515539.21;0
AA11453D;BT;200;;;;483719.03;9524797.19;0
AA11453D;CB;2749;;;;483617.73;9524656.01;0
AA11453D;CL;2919;;;;483604.9;9524638.52;0
AA11453D;EC;2385;;;;483644.58;9524693.71;9
AA11453D;OS;3055;;;;483594.33;9524624.63;2
AA11458;BT;2120;;;;486840.6;9520402.71;3
AA11458;CB;3685;;;;486845.36;9520403.11;0
AA11458;CL;3902;;;;486845.94;9520402.86;0
AA11458;EC;3609;;;;486845.09;9520403.14;38
AA11458;HL;3275;;;;486843.1;9520402.88;6
AA11458;OS;3915;;;;486845.97;9520402.83;3
AA11458;VE;130;;;;486841.82;9520408.03;0
AA11459D;HL;4040;;;;475637.05;9514384.58;6
AA11459D;OS;4707;;;;475613.62;9514397.65;0
AA11459D;VE;100;;;;475646.05;9514377.16;0
AA11462;CB;3522;;;;483313.57;9517690.52;0
AA11462;CL;3612;;;;483313;9517690.15;0
AA11462;EC;3394;;;;483314.63;9517690.92;44
AA11462;HL;3371;;;;483314.8;9517690.99;13
AA11462;HR;3127;;;;483316.69;9517691.25;0
AA11462;OS;3708;;;;483312.73;9517689.7;9
AA11462;VE;160;;;;483316.15;9517686.67;0
AA11463;HL;4217;;;;480804;9515983.51;14
AA11463;HR;3696;;;;480802.71;9515981.88;0
AA11463;OS;5065;;;;480804.63;9515983.85;0
AA11463;VE;160;;;;480806.9;9515974.89;0
AA11464D;HL;4024;;;;479078.88;9514772.06;24
AA11464D;OS;4450;;;;479077.38;9514772.67;0
AA11464D;VE;200;;;;478920.71;9514903.58;0
AA11467D;HL;4496;;;;479761.55;9515874.6;17
AA11467D;HR;4103;;;;479785.17;9515823.22;0
AA11467D;OS;4870;;;;479741.11;9515924.22;15
AA11467D;VE;180;;;;479874.69;9515608.41;0
AA11468;HL;4242;;;;483130.55;9516345.54;1
AA11468;HR;3384;;;;483134.93;9516341.05;0
AA11468;OS;4525;;;;483129.03;9516347.05;0
AA11468;VE;150;;;;483129.72;9516340.65;0
AA11469D;HL;4254;;;;481413.81;9513411.01;15
AA11469D;OS;5282;;;;481283.33;9513210.01;3
AA11469D;VE;150;;;;481675.59;9513793.17;0
AA11471D;HL;3568;;;;480794.03;9514517.03;5
AA11471D;OS;4215;;;;480842.25;9514598.73;0
AA11471D;VE;180;;;;480751.33;9514430.89;6
AA11472;HL;4212;;;;481881.7;9516261.96;24
AA11472;HR;3485;;;;481879.06;9516255.65;0
AA11472;OS;4688;;;;481879.68;9516266.22;0
AA11472;VE;170;;;;481877.27;9516258;0
AA11473D;HL;4196;;;;481496.15;9516323.9;8
AA11473D;HR;3654;;;;481494.99;9516321.8;0
AA11473D;VE;193;;;;481526.42;9516367.02;0
AA11478D;BT;2853;;;;487387.83;9523168.02;0
AA11478D;EC;4190;;;;487397.76;9523148.88;0
AA11478D;OS;4260;;;;487398.05;9523148.18;1
AA11478D;VE;140;;;;487361.07;9523242.64;0
AA11481D;BT;1636;;;;485692.83;9519368.01;0
AA11481D;CB;2982;;;;485731.9;9519419.93;0
AA11481D;CL;3122;;;;485743.58;9519436.92;0
AA11481D;EC;2887;;;;485725.14;9519409.73;4
AA11481D;HL;2513;;;;485703.83;9519379.33;0
AA11481D;OS;3214;;;;485752.6;9519449.51;3
AA11481D;VE;130;;;;485691.75;9519369.98;0
AA11482D;BT;1125;;;;484853.44;9524468.33;0
AA11482D;CB;3154;;;;484999.22;9524526.01;0
AA11482D;CL;3252;;;;484999.31;9524526.6;0
AA11482D;EC;3099;;;;484999.16;9524525.78;8
AA11482D;OS;3404;;;;484999.49;9524527.73;10
AA11482D;VE;160;;;;484819.25;9524452.07;0
AA11483;BT;190;;;;483467.84;9524444.62;0
AA11483;CB;2595;;;;483471.52;9524444.36;0
AA11483;CL;2727;;;;483470.9;9524444.2;0
AA11483;EC;2350;;;;483472.28;9524444.59;28
AA11483;HL;1970;;;;483473.9;9524442.74;0
AA11483;OS;2825;;;;483470.27;9524444.15;8
AA11484D;HL;4025;;;;481215.9;9514634.68;5
AA11484D;HR;3453;;;;481183.92;9514596.43;0
AA11484D;OS;4531;;;;481264.66;9514682.58;0
AA11484D;VE;150;;;;481159.14;9514570.05;3
AA11486D;HL;3640;;;;475549.53;9515087.71;16
AA11486D;OS;4279;;;;475550.32;9515092.7;11
AA11486D;VE;150;;;;475518.53;9515000.76;0
AA11487D;EC;4882;;;;475373.06;9513825.9;12
AA11487D;HL;4224;;;;475373.67;9513827.87;22
AA11487D;OS;5059;;;;475372.71;9513826.36;0
AA11487D;VE;200;;;;475286.27;9513877.69;0
AA11488D;HL;3581;;;;482120.02;9514811.5;11
AA11488D;HR;3091;;;;482127.94;9514813.62;0
AA11488D;OS;4330;;;;482108.08;9514805.39;0
AA11488D;VE;140;;;;482147;9514814.14;2
AA11489D;HL;3730;;;;482423.53;9514911.05;15
AA11489D;HR;3184;;;;482425.77;9514911.01;0
AA11489D;OS;4426;;;;482420.18;9514912.49;0
AA11489D;VE;160;;;;482314.96;9514948.34;4
AA11491;HL;3760;;;;482073.07;9514427.29;10
AA11491;HR;3324;;;;482078.67;9514429.06;0
AA11491;OS;4398;;;;482067;9514425.03;0
AA11491;VE;150;;;;482069.9;9514432.03;0
AA11493D;HL;4171;;;;478873.88;9515057.95;11
AA11493D;OS;4939;;;;478870.15;9515061.62;0
AA11493D;VE;160;;;;478886.81;9514999.64;0
AA11494D;HL;4184;;;;478434.08;9515416.81;32
AA11494D;VE;131;;;;478517.9;9515533.04;4
AA11498D;HL;3477;;;;479701.25;9513569.33;4
AA11498D;OS;4439;;;;479693.41;9513573.13;1
AA11498D;VE;150;;;;479631.96;9513603.6;19
AA11499D;HL;4016;;;;479433.72;9514892.8;7
AA11499D;OS;4507;;;;479429.86;9514894.44;0
AA11499D;VE;160;;;;479528.82;9514969.22;3
AA11501D;HL;3847;;;;483516.31;9515763.39;13
AA11501D;HR;3352;;;;483518.72;9515764.35;0
AA11501D;OS;4124;;;;483516.62;9515763.68;8
AA11501D;VE;140;;;;483571.98;9515884.26;8
AA11502D;CB;3329;;;;483496.21;9517876.43;0
AA11502D;CL;3510;;;;483485.52;9517862.95;0
AA11502D;EC;3312;;;;483497.18;9517877.73;4
AA11502D;HR;3006;;;;483513.37;9517897.71;0
AA11502D;OS;3628;;;;483478.44;9517854.25;3
AA11502D;VE;140;;;;483531.35;9517917.9;0
AA11503D;BT;592;;;;482953.74;9523584.22;0
AA11503D;CB;3170;;;;483282.78;9523682.79;0
AA11503D;CL;3441;;;;483340.4;9523700.74;0
AA11503D;EC;2707;;;;483182.62;9523654.48;15
AA11503D;HL;1882;;;;483029.04;9523610.22;11
