Well Name;Zone Name;Zone Top;Zone Base;TD;KB;X;Y;Cum
EA11343D;CL;2530;;;;473226.22;9525933.22;0
EA11343D;EC;2111;;;;473248.18;9525942.6;5
EA11343D;ER;1079;;;;473288.61;9525999.96;0
EA11343D;HR;270;;;;473300.29;9526018.56;0
EA11343D;OS;2693;;;;473220.79;9525929.96;24
EA11343D;TR;831;;;;473292.25;9526012.65;0
EA11346D;CB;2310;;;;482446.85;9527909.25;0
EA11346D;CL;2487;;;;482458.3;9527920.4;0
EA11346D;EC;2079;;;;482428.16;9527889.72;39
EA11346D;HL;1433;;;;482371.99;9527828.75;3
EA11346D;OS;2589;;;;482463.6;9527925.8;30
EA11347D;CB;2410;;;;482742.37;9527614.88;0
EA11347D;CL;2535;;;;482742.8;9527618.64;0
EA11347D;EC;1959;;;;482733.02;9527595.82;65
EA11347D;HL;1406;;;;482713.92;9527563.16;0
EA11347D;OS;2625;;;;482742.78;9527621.45;43
EA11348;BT;168;;;;481312.8;9528138.27;0
EA11348;CB;2185;;;;481314;9528148.59;0
EA11348;CL;2326;;;;481313.47;9528148.13;0
EA11348;EC;1795;;;;481314.53;9528145.71;16
EA11348;HL;1271;;;;481313.33;9528140.49;1
EA11348;OS;2478;;;;481312.46;9528147.8;22
EA11349D;CB;2740;;;;479843.47;9527860.18;0
EA11349D;CL;2886;;;;479838.52;9527859.05;0
EA11349D;EC;2124;;;;479866.56;9527870.87;19
EA11349D;ER;222;;;;479939.13;9527905.13;0
EA11349D;HL;946;;;;479923.62;9527901.3;3
EA11349D;OS;3038;;;;479834;9527858.24;7
EA1134;ER;1307;;;;476220;9524578;24
EA1134;VE;411;;;;476220;9524578;0
EA11351D;CB;2713;;;;479889.17;9527721.68;0
EA11351D;CL;2839;;;;479891.46;9527725.5;0
EA11351D;EC;2190;;;;479875.62;9527698.14;36
EA11351D;ER;780;;;;479793.21;9527575.64;4
EA11351D;HL;1084;;;;479812.99;9527604.39;23
EA11351D;OS;2929;;;;479892.86;9527728;22
EA11352;CB;2994;;;;477585.12;9528512.53;0
EA11352;CL;3130;;;;477584.49;9528512.53;0
EA11352;EC;2374;;;;477587.93;9528512.55;6
EA11352;ER;688;;;;477591.46;9528516.44;0
EA11352;HL;947;;;;477591.9;9528515.41;3
EA11352;OS;3201;;;;477584.62;9528512.54;13
EA11354D;CB;2320;;;;482521.18;9527463.63;0
EA11354D;CL;2721;;;;482528.13;9527470.41;0
EA11354D;EC;2143;;;;482514.9;9527460.73;39
EA11354D;HL;1165;;;;482457.04;9527430.45;3
EA11354D;OS;2748;;;;482528.06;9527470.78;31
EA11356D;BT;190;;;;481517.13;9527976.99;0
EA11356D;CB;2288;;;;481355.48;9527955.52;0
EA11356D;CL;2433;;;;481343.22;9527953.68;0
EA11356D;EC;1847;;;;481395.21;9527962.07;15
EA11356D;HL;1127;;;;481465.85;9527976.74;2
EA11356D;OS;2563;;;;481332.61;9527951.93;32
EA11357D;CB;2660;;;;480429.03;9527801.43;0
EA11357D;CL;2784;;;;480428.59;9527804.35;0
EA11357D;EC;2093;;;;480421.12;9527783.46;20
EA11357D;ER;418;;;;480357.24;9527709.52;6
EA11357D;HL;1108;;;;480374.67;9527731.87;5
EA11357D;OS;2996;;;;480426.71;9527808.65;6
EA11358;AT;2183;;;;475417.88;9524163.62;0
EA11358;CB;4510;;;;475426.86;9524165.47;0
EA11358;CL;4583;;;;475426.81;9524166.21;0
EA11358;EC;3665;;;;475424.6;9524162.3;10
EA11358;ER;2851;;;;475420.52;9524162.05;0
EA11358;HL;2932;;;;475421.56;9524161.54;4
EA11358;HR;2625;;;;475417.45;9524163.79;0
EA11358;OS;4629;;;;475426.76;9524166.75;4
EA11358;TE;3172;;;;475424.16;9524161.34;7
EA11358;VE;320;;;;475424.4;9524150.74;0
EA1135;HL;1421;;;;478791;9524677;0
EA1135;VE;204;;;;478791;9524677;0
EA11362D;CB;2840;;;;480137.62;9528224.33;0
EA11362D;CL;2878;;;;480137.12;9528224.51;0
EA11362D;EC;2311;;;;480142.69;9528225.06;14
EA11362D;ER;500;;;;480124.71;9528148.24;0
EA11362D;HL;1213;;;;480135.85;9528188.45;14
EA11362D;OS;2959;;;;480136.2;9528224.86;9
EA11364D;BT;199;;;;480906.01;9528668.11;0
EA11364D;CB;2645;;;;480869.52;9528645.01;0
EA11364D;CL;2758;;;;480868.1;9528645.79;0
EA11364D;EC;2197;;;;480874.09;9528643.77;10
EA11364D;HL;1266;;;;480881.42;9528651.35;2
EA11364D;OS;2765;;;;480868.02;9528645.84;9
EA11366;BT;197;;;;485101.62;9530503.4;0
EA11366;CB;2050;;;;485101.62;9530503.4;0
EA11366;CL;2183;;;;485101.62;9530503.4;0
EA11366;EC;1633;;;;485101.62;9530503.4;51
EA11366;OS;2296;;;;485101.62;9530503.4;0
EA11367;BT;176;;;;484758.02;9530195.63;0
EA11367;CB;2102;;;;484758.02;9530195.63;0
EA11367;CL;2236;;;;484758.02;9530195.63;0
EA11367;EC;1669;;;;484758.02;9530195.63;0
EA11367;OS;2390;;;;484758.02;9530195.63;0
EA11368;BT;185;;;;485257.14;9530337.76;0
EA11368;CB;2041;;;;485256.51;9530330.09;0
EA11368;CL;2163;;;;485256.61;9530330.06;0
EA11368;EC;1643;;;;485256.49;9530330.53;0
EA11368;OS;2306;;;;485256.67;9530330.2;0
EA11369;BT;260;;;;485159.9;9529893.35;0
EA11369;CB;2072;;;;485159.9;9529893.35;0
EA11369;CL;2198;;;;485159.9;9529893.35;0
EA11369;EC;1656;;;;485159.9;9529893.35;109
EA11369;OS;2309;;;;485159.9;9529893.35;0
EA1136;BT;219;;;;479589;9524796;0
EA1136;VE;205;;;;479589;9524796;0
EA11371;VE;222;;;;487789.29;9531984.89;20
EA11372;VE;242;;;;487561.84;9531213.04;0
EA11377D;BT;219;;;;482314.75;9527052.38;0
EA11377D;CB;2381;;;;482331.54;9526986.98;0
EA11377D;CL;2469;;;;482331.05;9526986.45;0
EA11377D;EC;1937;;;;482330.03;9526995.4;20
EA11377D;HL;1386;;;;482322.63;9527015.53;2
EA11377D;MO;4384;;;;482320.91;9527006.05;14
EA11377D;OS;2488;;;;482330.95;9526986.35;8
EA11377D;SC;5221;;;;482320.01;9527011.3;0
EA11378;CB;2453;;;;478443.09;9526301.02;0
EA11378;CL;2575;;;;478442.04;9526299.31;0
EA11378;EC;1911;;;;478442.9;9526305.56;0
EA11378;ER;177;;;;478441.29;9526316.41;0
EA11378;HL;817;;;;478439.48;9526313.53;0
EA11378;MO;4174;;;;478440.73;9526292.37;50
EA11378;OS;2751;;;;478438.51;9526297.61;3
EA1137;ER;0;;;;480892;9532494;93
EA11387D;AT;1027;;;;485830.14;9529907.12;0
EA11387D;BT;1520;;;;485835.12;9529860.09;5
EA11387D;CL;3084;;;;485857.13;9529631.58;0
EA11387D;EC;2743;;;;485853.44;9529670.08;3
EA11387D;OS;3180;;;;485858.09;9529622.95;4
EA11388D;AT;1010;;;;486187.18;9528262.57;0
EA11388D;BT;1089;;;;486184.5;9528264.67;12
EA11388D;VE;187;;;;486193.09;9528261.45;0
EA11389D;BT;1220;;;;486249.75;9528430.25;23
EA11389D;VE;185;;;;486266.17;9528395.88;0
EA11391D;BT;1472;;;;486175.84;9528576.48;22
EA11391D;EC;4204;;;;485840.54;9528700.47;12
EA11391D;MO;4671;;;;485797.02;9528717.12;11
EA11391D;VE;209;;;;486216.53;9528567.04;0
EA11392D;BT;1254;;;;485374.69;9531100.95;0
EA11392D;EC;2079;;;;485504.03;9531083.36;4
EA11392D;OS;2321;;;;485552.35;9531076.05;14
EA11394D;EC;2223;;;;480239.69;9527375.79;8
EA11394D;ER;442;;;;480342.22;9527495.14;0
EA11394D;HL;1052;;;;480325.81;9527477.83;1
EA11394D;OS;2859;;;;480185.41;9527312.41;8
EA11397D;AT;1235;;;;485520.64;9529593.07;2
EA11397D;BT;1355;;;;485526.77;9529582.2;9
EA11397D;CL;2811;;;;485624.38;9529424.24;0
EA11397D;EC;2639;;;;485615.14;9529439.25;3
EA11397D;OS;2886;;;;485628.19;9529418.17;4
EA11397D;VE;172;;;;485499.94;9529631.06;0
EA113;ER;113;;;;477070;9527469;12
EA11401;BS;7221;;;;473589;9524316;0
EA11401;EC;3357;;;;473589;9524316;4
EA11401;ER;1674;;;;473589;9524316;7
EA11401;HR;1220;;;;473589;9524316;0
EA11401;MO;5298;;;;473589;9524316;20
EA11401;OS;3983;;;;473589;9524316;24
EA11401;SC;5946;;;;473589;9524316;35
EA11401;TE;3115;;;;473589;9524316;0
EA11401;VE;410;;;;473589;9524316;0
EA11402D;BT;270;;;;482539.11;9530258.56;0
EA11402D;CB;2974;;;;482645.71;9530337.21;0
EA11402D;CL;3090;;;;482647.47;9530337.98;0
EA11402D;EC;2286;;;;482631.74;9530325.68;54
EA11402D;HL;1428;;;;482573.96;9530281.76;0
EA11402D;MO;5819;;;;482646.72;9530330.64;73
EA11402D;OS;3317;;;;482651.16;9530338.61;4
EA11402D;SC;7232;;;;482642.06;9530313.18;0
EA11403;CB;3646;;;;490085;9529146;0
EA11403;CL;3766;;;;490085;9529146;0
EA11403;EC;3479;;;;490085;9529146;0
EA11403;MO;6348;;;;490085;9529146;6
EA11403;OS;3839;;;;490085;9529146;3
EA11403;VE;236;;;;490085;9529146;0
EA11404;BT;1312;;;;485821;9525738;12
EA11404;CL;2533;;;;485821;9525738;0
EA11404;EC;2326;;;;485821;9525738;22
EA11404;MO;4200;;;;485821;9525738;3
EA11404;OS;2571;;;;485821;9525738;5
EA11404;VE;212;;;;485821;9525738;0
EA11406;BT;1518;;;;488560;9527823;0
EA11406;CB;3126;;;;488560;9527823;0
EA11406;CL;3173;;;;488560;9527823;0
EA11406;EC;2985;;;;488560;9527823;3
EA11406;MO;5853;;;;488560;9527823;10
EA11406;OS;3223;;;;488560;9527823;3
EA11406;VE;267;;;;488560;9527823;0
EA11407D;BT;1099;;;;485703.33;9527852.66;26
EA1140;AT;1874;;;;474954;9524103;0
EA1140;VE;0;;;;474954;9524103;0
EA11413D;BT;1386;;;;483038.88;9527839.09;0
EA11413D;EC;2013;;;;483019.96;9527921.21;10
EA1141;BT;709;;;;485187;9527069;21
EA1141;CB;2941;;;;485187;9527069;0
EA1141;CL;3066;;;;485187;9527069;0
EA1141;EC;2610;;;;485187;9527069;276
EA1141;OS;3142;;;;485187;9527069;0
EA11421D;BT;801;;;;484230.91;9527672.05;6
EA11421D;CL;2718;;;;484233.5;9527668.73;0
EA11421D;EC;2538;;;;484234.44;9527669.04;4
EA11421D;MO;5100;;;;484006.05;9527548.17;10
EA11421D;OS;2783;;;;484232.89;9527668.53;6
EA11423D;BT;190;;;;483613.42;9526179.3;0
EA11423D;CB;2127;;;;483492.26;9526147.86;0
EA11423D;CL;2256;;;;483487.14;9526147.48;0
EA11423D;EC;2061;;;;483495.74;9526148.24;3
EA11423D;HL;1530;;;;483537.68;9526158.97;0
EA11423D;MO;3817;;;;483482.17;9526153.03;7
EA11423D;OS;2350;;;;483484.81;9526147.37;10
EA1142;ER;2;;;;481253;9534479;0
EA11431D;BT;1434;;;;485850.13;9525382.77;3
EA11431D;EC;3197;;;;485746.99;9525207.52;9
EA11431D;MO;4563;;;;485699.34;9525126.96;4
EA11431D;VE;202;;;;485881.99;9525434.9;0
EA11432D;CL;3987;;;;472993.57;9524831.78;0
EA11432D;ER;1558;;;;473063.7;9524725.09;2
EA11432D;HR;680;;;;473089.37;9524694.79;0
EA11432D;OS;4131;;;;472993.84;9524832.95;4
EA11432D;TR;1273;;;;473076.55;9524709.64;2
EA1143;CL;3981;;;;484642;9534949;0
EA1143;EC;3240;;;;484642;9534949;119
EA1143;ER;748;;;;484642;9534949;257
EA1143;OS;4156;;;;484642;9534949;0
EA11441D;BT;500;;;;484970.97;9529634.25;1
EA11441D;EC;1925;;;;484830.89;9529576.19;7
EA11441D;OS;2362;;;;484753.36;9529544.06;11
EA11444;AM;8051;;;;486713.42;9530369.03;0
EA11444;AT;1392;;;;486707.08;9530364.56;1
EA11444;BT;1903;;;;486707.8;9530365.31;4
EA11444;CL;3451;;;;486707.2;9530366.56;0
EA11444;CR;7365;;;;486710.94;9530364.69;0
EA11444;EC;3250;;;;486707.63;9530366.57;4
EA11444;MO;4867;;;;486707.78;9530364.72;0
EA11444;OS;3491;;;;486707.1;9530366.51;3
EA11444;VE;705;;;;486706.49;9530364.77;0
EA11447D;BT;713;;;;485674.61;9530289.14;0
EA11447D;CL;1901;;;;485677.85;9530236.79;0
EA11447D;EC;1728;;;;485677.62;9530251.94;0
EA11447D;MO;4337;;;;485689.36;9529993.19;12
EA11447D;OS;2049;;;;485676.95;9530222.71;17
EA1144;ER;1618;;;;485105;9534795;127
EA11454D;BT;534;;;;482650.33;9525711.82;36
EA11454D;EC;2177;;;;482634.11;9525766.59;6
EA11454D;HL;1837;;;;482641.49;9525744.32;9
EA11454D;MO;4428;;;;482550.02;9526019.63;25
EA1145;BT;222;;;;484818;9526674;71
EA1145;CB;2476;;;;484818;9526674;0
EA1145;CL;2550;;;;484818;9526674;0
EA1145;EC;2288;;;;484818;9526674;150
EA1145;OS;2696;;;;484818;9526674;11
EA11461D;BT;1390;;;;485886.25;9530232.28;0
EA11461D;CL;1959;;;;485881.96;9530235.68;0
EA11461D;EC;1572;;;;485884.51;9530232.78;8
EA11461D;OS;2084;;;;485881.16;9530237.9;11
EA11466D;CL;4177;;;;484622.38;9535206.91;0
EA11466D;EC;3313;;;;484622.35;9535211.76;5
EA11466D;ER;1143;;;;484508.86;9535210.55;6
EA11466D;OS;4351;;;;484622.01;9535205.72;2
EA1146;VE;425;;;;476045;9524210;0
EA11474D;CL;3449;;;;483912.68;9533748.77;0
EA11474D;EC;2632;;;;483886.1;9533710.24;6
EA11474D;ER;249;;;;483867.7;9533692.98;7
EA11474D;OS;3526;;;;483915.53;9533752.34;4
EA11476D;CL;2568;;;;481767.67;9528463.36;0
EA11476D;EC;1912;;;;481792.77;9528371.83;1
EA11476D;HL;1212;;;;481811.49;9528298.61;0
EA11476D;OS;2745;;;;481762.35;9528483.66;11
EA11477D;BT;456;;;;484527.54;9529229.3;0
EA11477D;CB;1612;;;;484526.49;9529289.17;0
EA11477D;CL;1732;;;;484525.85;9529299.96;0
EA11477D;EC;1340;;;;484527.7;9529265.53;6
EA11477D;OS;1887;;;;484525.06;9529313.95;7
EA11479D;BT;1508;;;;486107.05;9527609.93;3
EA11479D;CL;3113;;;;486251.02;9527557.23;0
EA11479D;EC;2895;;;;486240.08;9527561.17;3
EA11479D;OS;3216;;;;486254.55;9527555.93;5
EA1147;VE;853;;;;477779;9524234;0
EA1149;BT;1250;;;;485382;9528808;0
EA114;ER;98;;;;477123;9527302;17
EA1150;ER;332;;;;475562;9524902;40
EA1150;HL;1969;;;;475562;9524902;0
EA1150;HR;0;;;;475562;9524902;0
EA1150;VE;0;;;;475562;9524902;0
EA1151;ER;593;;;;475039;9524735;0
EA1152;ER;1019;;;;475329;9524675;311
EA1152;HR;880;;;;475329;9524675;0
EA1152;VE;0;;;;475329;9524675;0
EA11546D;BT;816;;;;485213.4;9529994.89;0
EA11546D;EC;1810;;;;485286.64;9529888.03;8
EA11546D;MO;4827;;;;485506.71;9529577.7;5
EA11546D;OS;2380;;;;485354.08;9529795.96;7
EA11549D;AT;1495;;;;486656.13;9531080.94;3
EA11549D;CL;2244;;;;486647.59;9531080.53;0
EA11549D;EC;2077;;;;486648.9;9531081.14;3
EA11549D;OS;2391;;;;486646.89;9531080.49;8
EA11553D;CL;2397;;;;482675.68;9528380.11;0
EA11553D;EC;2236;;;;482678.85;9528376.85;5
EA11553D;OS;2397;;;;482675.68;9528380.11;15
EA11564D;BT;1583;;;;486832.77;9532800.45;0
EA11564D;EC;2574;;;;486881.02;9532778.4;2
EA11564D;OS;3007;;;;486939.16;9532757.03;5
EA11581D;AT;2191;;;;474048.65;9523064.08;0
EA11581D;ER;3453;;;;474055.12;9523063;0
EA11581D;HR;2768;;;;474056.81;9523066.47;25
EA11581D;VE;449;;;;473962.04;9523019.23;0
EA11583D;AT;2049;;;;473719.58;9523054.25;0
EA11583D;ER;3302;;;;473712.68;9523059.3;0
EA11583D;HR;2925;;;;473710.91;9523057.98;24
EA11583D;VE;300;;;;473810.64;9523024.86;0
EA11584D;EC;4618;;;;488960.48;9533238.38;1
EA11584D;OS;5054;;;;488896.47;9533285.33;0
EA11584D;VE;469;;;;489054.01;9533165.36;1
EA11586D;CL;4788;;;;488450.29;9532442.2;0
EA11586D;EC;4345;;;;488387.1;9532488.73;10
EA11586D;OS;4933;;;;488470.28;9532426.37;0
EA11586D;VE;1644;;;;488283.22;9532575.13;1
EA11587D;CL;2609;;;;482775.2;9527502.74;0
EA11587D;EC;1998;;;;482748.7;9527425.53;10
EA11587D;HL;1411;;;;482731.29;9527378.15;0
EA11588D;CL;2564;;;;482868.73;9527560.75;0
EA11588D;EC;1987;;;;482880.8;9527590.63;16
EA11589D;CL;2531;;;;482618.68;9527229.63;0
EA11589D;EC;1949;;;;482593.76;9527157.54;11
EA11589D;HL;1448;;;;482578.84;9527117.23;1
EA11589D;OS;2718;;;;482626.4;9527253.81;10
EA1158;BT;228;;;;484934;9526143;0
EA1158;CB;2261;;;;484934;9526143;0
EA1158;CL;2393;;;;484934;9526143;0
EA1158;EC;2144;;;;484934;9526143;168
EA1158;OS;2513;;;;484934;9526143;0
EA11591D;CL;3065;;;;479839.59;9529279.33;0
EA11591D;EC;2699;;;;479801.16;9529273.22;2
EA11591D;ER;1452;;;;479699.91;9529251.8;0
EA11591D;HL;1624;;;;479708.11;9529254.49;3
EA11591D;OS;3201;;;;479854.61;9529282.01;7
EA11592D;AT;2495;;;;473611.66;9522703.3;0
EA11592D;HR;3315;;;;473612.21;9522719.24;21
EA11592D;VE;755;;;;473682.11;9522512.79;0
EA11593D;CL;2697;;;;473694.04;9526609.83;0
EA11593D;EC;1783;;;;473735.64;9526613.5;1
EA11593D;ER;935;;;;473788.16;9526614.56;2
EA11593D;HR;253;;;;473805.83;9526615.74;0
EA11593D;OS;2955;;;;473687.23;9526609.65;10
EA11593D;TR;797;;;;473795.8;9526615.24;0
EA11594D;AT;1531;;;;486828.65;9530795.52;1
EA11594D;BT;1933;;;;486829.5;9530797.46;6
EA11594D;OS;2892;;;;486830.44;9530795.38;10
EA11594D;VE;191;;;;486832.73;9530797.07;0
EA11596D;BT;197;;;;485487.59;9530555.83;0
EA11596D;CL;2035;;;;485567.38;9530583.01;0
EA11596D;EC;1782;;;;485564.58;9530581.82;9
EA11596D;OS;2135;;;;485567.22;9530583.09;0
EA11598;CL;2361;;;;481734.83;9526789.67;0
EA11598;EC;1684;;;;481735.3;9526783.39;10
EA11598;HL;1275;;;;481738.37;9526782.39;2
EA11599D;BT;180;;;;482127.97;9526815.1;0
EA11599D;CB;2864;;;;481914.36;9526525.12;0
EA11599D;CL;3190;;;;481873.85;9526469.42;0
EA11599D;EC;2206;;;;481999.42;9526639.98;8
EA11599D;HL;1318;;;;482097.36;9526770.18;4
EA1159;BT;761;;;;485460;9526002;0
EA1159;CB;2219;;;;485460;9526002;0
EA1159;CL;2321;;;;485460;9526002;0
EA1159;EC;1932;;;;485460;9526002;329
EA1159;OS;2447;;;;485460;9526002;0
EA1159;VE;220;;;;485460;9526002;0
EA115;ER;113;;;;477259;9527398;18
EA11601D;BT;885;;;;485374.62;9528246.62;29
EA11601D;VE;160;;;;485378.01;9528255.14;0
EA11602;BT;1135;;;;485498.26;9530669.64;2
EA11602;CL;2149;;;;485502.91;9530671.93;0
EA11602;EC;1705;;;;485500.17;9530671.95;25
EA11602;OS;2250;;;;485503.62;9530671.93;0
EA11603D;CL;2020;;;;478224.79;9525110.97;0
EA11603D;EC;1472;;;;478204.61;9525095.45;13
EA11603D;ER;585;;;;478200.82;9525088.96;0
EA11603D;HL;817;;;;478200.83;9525090.64;8
EA11603D;OS;2108;;;;478230.93;9525115.4;36
EA11604D;CL;2782;;;;479932.05;9528529.78;0
EA11604D;EC;2083;;;;479952.36;9528612.64;15
EA11604D;ER;353;;;;479976.75;9528722.07;0
EA11604D;HL;1460;;;;479966.58;9528677.55;1
EA11604D;OS;2950;;;;479927.85;9528510.46;5
EA11606D;EC;2302;;;;482139.43;9526228.49;7
EA11606D;HL;1568;;;;482146.64;9526180.11;4
EA11608D;BT;605;;;;484531.07;9527464.74;9
EA11608D;CL;2639;;;;484572.83;9527463.04;0
EA11608D;EC;2444;;;;484561.09;9527463.2;22
EA11608D;OS;2737;;;;484578.3;9527463.31;0
EA11609D;BT;200;;;;480130.77;9524715.5;2
EA11609D;EC;2497;;;;480212.45;9524627.06;3
EA11609D;HL;1823;;;;480158.34;9524683.44;10
EA11609D;OS;2639;;;;480225.02;9524615.55;2
EA1160;BT;816;;;;485866;9526397;0
EA1160;CL;2331;;;;485866;9526397;0
EA1160;EC;2149;;;;485866;9526397;95
EA1160;OS;2457;;;;485866;9526397;7
EA1160;VE;560;;;;485866;9526397;0
EA11611D;BT;179;;;;479919.91;9524768.67;1
EA11611D;EC;2458;;;;479670.46;9524934.25;7
EA11611D;HL;1855;;;;479784.26;9524857.54;0
EA11611D;OS;3307;;;;479479.91;9525063.09;0
EA11612D;AT;2347;;;;473768.72;9522783.77;0
EA11612D;ER;3557;;;;473735.37;9522885.29;0
EA11612D;HR;3129;;;;473749.48;9522849.69;22
EA11612D;VE;570;;;;473812.26;9522651.7;0
EA11613D;EC;1467;;;;472812.64;9527325.07;0
EA11614D;AT;1782;;;;472194.95;9522190.9;0
EA11614D;HR;3053;;;;472201.88;9522189.14;3
EA11614D;TE;3849;;;;472199.87;9522191.53;3
EA11614D;TR;3808;;;;472199.94;9522191.34;0
EA11614D;VE;250;;;;472125.14;9522207.42;0
EA11616D;CL;3834;;;;482075.15;9533251.6;0
EA11616D;EC;2902;;;;482125.26;9533236.26;12
EA11616D;ER;1874;;;;482184.53;9533218.88;6
EA11617D;CL;4003;;;;481588.3;9532802.06;0
EA11617D;EC;2897;;;;481708.78;9532832.21;21
EA11617D;ER;1943;;;;481757.37;9532868.19;7
EA11617D;OS;4318;;;;481546.52;9532800.61;0
EA11618D;AT;1510;;;;486602.53;9529833.76;0
EA11618D;BT;1642;;;;486602.87;9529834.32;5
EA11618D;CL;3495;;;;486545.46;9529987.97;0
EA11618D;EC;3125;;;;486562.02;9529931.54;8
EA11618D;OS;3612;;;;486540.68;9530005.49;0
EA11618D;VE;180;;;;486601.78;9529835.02;0
EA11619D;AT;1030;;;;485890.38;9528165.82;0
EA11619D;BT;1161;;;;485879.89;9528176.28;26
EA11619D;VE;181;;;;485914.75;9528146.84;0
EA1161;BT;846;;;;485716;9526922;0
EA1161;EC;2458;;;;485716;9526922;206
EA11621D;CL;2253;;;;481083.63;9525750.22;0
EA11621D;EC;1594;;;;481048.26;9525635.45;11
EA11621D;ER;380;;;;481022.58;9525554.81;0
EA11621D;HL;1014;;;;481030.9;9525576.14;3
EA11621D;OS;2253;;;;481083.63;9525750.22;0
EA11622D;BT;896;;;;485476.46;9528107.17;14
EA11622D;VE;164;;;;485470.34;9528093.73;0
EA11623D;BT;492;;;;485983.28;9532849.19;5
EA11623D;CL;3300;;;;485893.68;9532614.45;0
EA11623D;EC;2680;;;;485942.2;9532741.71;2
EA11624D;CL;2470;;;;481035.9;9526535.06;0
EA11624D;EC;2237;;;;481016.26;9526517.55;3
EA11624D;ER;200;;;;480982.86;9526490.16;0
EA11624D;HL;1252;;;;480983.87;9526489.28;12
EA11626D;CL;3935;;;;482091.31;9533075.69;0
EA11626D;EC;2887;;;;482089.99;9532964.1;14
EA11626D;ER;1925;;;;482090.57;9532892.38;13
EA11627D;CL;3988;;;;481888.63;9532722.54;0
EA11627D;EC;2947;;;;481883.43;9532668.49;2
EA11627D;ER;2068;;;;481880.48;9532623.45;3
EA11627D;OS;4166;;;;481889.55;9532732.05;5
EA11628D;CL;3164;;;;482020.41;9531357.44;0
EA11628D;EC;2634;;;;481985.94;9531365.86;7
EA11628D;ER;1743;;;;481939.45;9531378.21;0
EA11628D;HL;2043;;;;481948.54;9531375.38;0
EA11628D;OS;3293;;;;482028.98;9531355.29;4
EA11629D;CL;2432;;;;481530.12;9528258.35;0
EA11629D;EC;1751;;;;481489.33;9528204.55;2
EA11629D;HL;1223;;;;481470.9;9528178.82;3
EA11629D;OS;2572;;;;481538.65;9528269.02;19
EA11631D;BT;523;;;;483179.94;9526130.76;0
EA11631D;CB;2202;;;;483293.42;9526129.02;0
EA11631D;CL;2334;;;;483305.36;9526129.02;0
EA11631D;EC;1961;;;;483272.6;9526129.48;9
EA11631D;HL;1479;;;;483232.65;9526129.88;9
EA11631D;OS;2385;;;;483310.01;9526129.08;4
EA11632D;CL;2356;;;;478705.75;9525728.37;0
EA11632D;EC;1885;;;;478706.81;9525766.56;5
EA11632D;ER;206;;;;478708.2;9525781.01;0
EA11632D;HL;773;;;;478706.76;9525780.62;5
EA11632D;OS;2495;;;;478705.25;9525711.52;5
EA11633D;CL;1552;;;;478286.45;9524922.69;0
EA11633D;EC;1490;;;;478285.63;9524921.07;5
EA11633D;ER;855;;;;478285.91;9524915.63;0
EA11633D;HL;1008;;;;478285.53;9524915.64;3
EA11633D;OS;1670;;;;478288.95;9524927.27;18
EA11634D;EC;2238;;;;478498.55;9524658.7;17
EA11634D;HL;1574;;;;478424.25;9524589.92;9
EA11634D;OS;2648;;;;478551.31;9524705.47;0
EA11636D;BT;1113;;;;485382.99;9528031.94;19
EA11636D;VE;169;;;;485360.11;9528053.94;0
EA11637D;BT;881;;;;485752.58;9528000.16;22
EA11637D;VE;169;;;;485767.16;9527984.83;0
EA11638D;CL;2800;;;;474000.09;9526923.14;0
EA11638D;EC;1976;;;;474065.63;9526921.29;7
EA11638D;ER;947;;;;474109.51;9526919.34;1
EA11638D;HR;144;;;;474110.17;9526919.93;0
EA11638D;OS;3224;;;;473966.23;9526926.26;10
EA11638D;TR;541;;;;474110.94;9526918.72;0
EA11639D;CL;2137;;;;473604.53;9527785.73;0
EA11639D;OS;2941;;;;473558.84;9527853.53;8
EA1163;ER;0;;;;482237;9534559;0
EA11641H;CB;2359;;;;482558.26;9529738.16;0
EA11641H;CL;2486;;;;482558.4;9529737.66;0
EA11641H;EC;2213;;;;482558.12;9529738.64;15
EA11641H;HL;1203;;;;482555.62;9529739.4;0
EA11641H;MO;5609;;;;482466.6;9529802.03;9
EA11641H;OS;2634;;;;482558.67;9529737.19;26
EA11642D;CB;4802;;;;491860.06;9532119.39;0
EA11642D;CL;4880;;;;491873.11;9532119.69;0
EA11642D;EC;4480;;;;491807.31;9532118.67;0
EA11642D;MO;7504;;;;492289.05;9532115.68;86
EA11642D;OS;4979;;;;491889.59;9532120.05;0
EA11642D;VE;1180;;;;491647.22;9532113.05;0
EA11643X;AM;11607;;;;474273.21;9521068.94;0
EA11643X;AT;3297;;;;474307.76;9520993.51;0
EA11643X;CB;6546;;;;474305.21;9520993.51;0
EA11643X;CL;6722;;;;474305.23;9520993.63;0
EA11643X;CR;11255;;;;474276.71;9521049.49;0
EA11643X;EC;6015;;;;474306.55;9520993.47;0
EA11643X;ER;4915;;;;474307.16;9520991.78;0
EA11643X;HL;5404;;;;474306.94;9520993.43;0
EA11643X;HR;4251;;;;474309.17;9520992.7;0
EA11643X;MO;8805;;;;474304.02;9520996.41;0
EA11643X;OS;6734;;;;474305.26;9520993.65;0
EA11643X;SC;10081;;;;474303.91;9521001.44;0
EA11643X;VE;1506;;;;474303.85;9520994.67;0
EA11644D;CL;1616;;;;477619.55;9525568.49;0
EA11644D;EC;1476;;;;477618.09;9525567.61;1
EA11644D;HL;400;;;;477617.35;9525566.1;1
